kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_prad,koi_prad_err1,koi_prad_err2,koi_impact,koi_dor,koi_sma,koi_srho,koi_teq,koi_insol,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_kepmag,koi_sparprov,koi_fittype,koi_dikco_msky,qc_radius_implausible,qc_depth_stellar,qc_below_detection_snr,qc_duration_too_long,qc_grazing,qc_stellar_params_assumed,qc_no_transit_fit,target_binary,target_multiclass,f_rho_cat_from_logg,f_rho_star_catalogue,f_rho_ratio,f_log_rho_ratio,f_abs_log_rho_ratio,f_duration_max_hours,f_duration_ratio,f_duration_unphysical,f_impact_implied,f_impact_discrepancy,f_depth_expected_ppm,f_depth_ratio,f_sma_au,f_luminosity_sun,f_insol_calc,f_insol_ratio,f_insol_filled,f_teq_calc,f_teq_ratio,f_teq_filled,f_prad_frac_err,f_period_frac_err,f_depth_frac_err,f_srad_frac_err,f_steff_frac_err,f_duration_frac_err,f_log_period,f_log_depth,f_log_prad,f_log_insol,f_log_model_snr,f_log_max_mult_ev,f_log_duration,f_log_srho,f_duty_cycle,f_snr_per_transit,f_ror_from_radii,f_ror_discrepancy,split
10000000,K00000.01,,CANDIDATE,CANDIDATE,0.824086142570247,0,0,0,0,1.7308523216625527,0.00017308523216625528,-0.00017308523216625528,1.780434220312831,0.08902171101564155,-0.08902171101564155,1982.6463837609751,158.611710700878,-158.611710700878,0.04111680553707703,4.3747672051158295,1.9278446820253405,-1.9278446820253405,0.5558671062250696,6.173595495366571,0.028003221634719622,1.493178882492919,1689.558684733842,1939.7984287995703,939.7839467766339,808,1096.1807981847294,2,6490.333612627501,80.0,-80.0,4.4500536389434435,0.9754497520144524,0.42985501372620105,-0.42985501372620105,,11.75783634106196,SOLAR,LS+MCMC,0.3767349161392433,False,False,False,False,False,True,False,1,CANDIDATE,True,1.485704367244629,1.0050309573109435,0.0021794392512865354,0.0021794392512865354,2.1382413994284213,0.8326628699588191,False,0.5537802316731275,0.0020868745519421195,1690.5916975738082,1.1727529400542418,0.028003221634719622,1.5211519503420639,1939.7984287995703,1.0,1939.7984287995703,1689.558684733842,1.0,1689.558684733842,0.4406736613941261,0.0001,0.08,0.44067366139412606,0.012326022786309957,0.05,0.23826001494469107,3.297245262225542,0.6409549478215263,3.2877566032249383,2.9730280222086716,3.039882190259942,0.2505259329201952,0.17411183922262405,0.04286024766598451,33.061483876449145,0.04111680553707703,1.0,test
10000000,K00000.02,,CANDIDATE,CANDIDATE,0.8991599393363572,0,0,0,0,84.92710446696759,0.00849271044669676,-0.00849271044669676,5.606273760450768,0.2803136880225384,-0.2803136880225384,794.9492389529754,63.595939116238036,-63.595939116238036,0.026549333790376245,2.824809789249702,0.9132556616057332,-0.9132556616057332,0.6991419433193389,82.74257620912772,0.37531754420108826,1.3052733096520774,461.50652632791406,10.798784305441766,53.793401492206904,16,53.07349357538537,2,6490.333612627501,200.0,-200.0,4.4500536389434435,0.9754497520144524,0.31536105971783746,-0.31536105971783746,,12.766717748287112,KIC,MCMC,0.7648015136094157,False,False,False,False,False,False,False,1,CANDIDATE,True,1.485704367244629,0.87855520817565,-0.056230942361420205,0.056230942361420205,8.186952962638614,0.6847814792677023,False,0.7287484652827322,0.029606521963393306,704.8671247128138,1.1278001357729146,0.37531754420108826,1.5211519503420639,10.798784305441766,1.0,10.798784305441766,461.50652632791406,1.0,461.50652632791406,0.3232981084536326,0.0001,0.08,0.3232981084536326,0.030815056965774894,0.05,1.929046317356225,2.900339397906223,0.45098920958540073,1.0333748666762266,1.7307290066835856,1.7248776761082725,0.748674301014395,0.1157014576099173,0.002750532253335432,13.448350373051726,0.02654933379037625,1.0000000000000002,test
10000001,K00001.01,Kepler-2 b,CONFIRMED,CANDIDATE,0.9364925906845722,0,0,0,0,0.630308339178739,6.30308339178739e-05,-6.30308339178739e-05,0.7993291836004406,0.039966459180022035,-0.039966459180022035,789.240046228695,63.139203698295596,-63.139203698295596,0.026821420430484723,2.219176686279517,0.5939504400037892,-0.5939504400037892,0.7820527871913606,3.754263010971233,0.013242471513762509,2.717601072354819,2038.9909358091775,4114.571936333833,619.9338552604602,2221,689.4087569217464,1,6108.045969848031,200.0,-200.0,4.5702016608958775,0.7585416432511216,0.20301950068046704,-0.20301950068046704,0.7797968658364003,14.945336649305961,KIC,LS,0.027270307714691647,False,False,False,False,False,False,False,1,CONFIRMED,False,2.5194508845963575,1.0786481645543995,0.03287980880693536,0.03287980880693536,1.2506327326052227,0.6391398231960066,False,0.7690905580001469,0.012962229191213703,719.3885939088233,1.097098359511556,0.013242471513762509,0.7215438915765587,4114.571936333833,1.0,4114.571936333833,2038.9909358091775,1.0,2038.9909358091775,0.2676445024301134,9.999999999999999e-05,0.08,0.2676445024301134,0.03274369593603043,0.05000000000000001,-0.20044694698298093,2.8972091133451086,0.3461918812412217,3.614324659631344,2.7923453542920744,2.838476795548052,-0.09727433059916965,0.4341857052329197,0.05283982549463593,13.154400946051513,0.026821420430484726,1.0000000000000002,test
10000002,K00002.01,,FALSE POSITIVE,FALSE POSITIVE,0.009170927965342097,0,0,1,0,2.8962601828585295,0.00028962601828585294,-0.00028962601828585294,1.3168459427181862,0.06584229713590932,-0.06584229713590932,5123.966412316711,409.91731298533693,-409.91731298533693,0.07024755384454553,11.139598805220865,2.871930854518125,-2.871930854518125,0.9201081939606885,6.580788643454746,0.04448878366498295,1.1861619091306168,1513.9045245359318,1250.4243628870033,1877.5878007973752,483,1812.3544940929676,2,6004.296260409032,200.0,-200.0,4.259420600575878,1.4538100434848429,0.3748107982610308,-0.3748107982610308,1.4004154657311523,11.302343585804019,KIC,LS,0.7564322337240184,False,False,False,False,False,False,False,0,FALSE POSITIVE,False,0.6426826850582039,1.8456416155403241,0.26614737409851774,0.26614737409851774,2.7409758472820807,0.4804296046694301,False,0.877033291818033,0.043074902142655525,4934.7188211423245,1.0383502278516,0.04448878366498295,2.4749047610255714,1250.4243628870033,1.0,1250.4243628870033,1513.9045245359318,1.0,1513.9045245359318,0.2578127726801184,9.999999999999999e-05,0.08,0.2578127726801184,0.03330948229832606,0.05000000000000001,0.46183757372129314,3.709606274274577,1.0468695499206282,3.097057426754823,3.2736002548694056,3.2582431490641843,0.11953496999526705,0.07414397354995808,0.018944631173445647,85.43320311215264,0.07024755384454552,0.9999999999999998,train
10000002,K00002.02,Kepler-4 b,CONFIRMED,CANDIDATE,0.9395858914289184,0,0,0,0,1.7864300537315094,0.00017864300537315096,-0.00017864300537315096,1.9611002367024288,0.09805501183512144,-0.09805501183512144,259.8918872850937,20.791350982807494,-20.791350982807494,0.015250907145577348,2.4184327812092072,0.7594236593606823,-0.7594236593606823,0.728337220699311,4.7684463912877915,0.03223661956246962,0.46866537251002116,1778.4800834400378,2381.5488995778123,121.25858112383233,783,127.5530431976444,2,6004.296260409032,200.0,-200.0,4.259420600575878,1.4538100434848429,0.45651785396596695,-0.45651785396596695,1.4004154657311523,14.585156706460634,KIC,NONE,0.3518442835388161,False,False,False,False,False,False,True,1,CONFIRMED,False,0.6426826850582039,0.7292329222586368,-0.13713373273167717,0.13713373273167717,3.1796676266045134,0.6167626516349566,False,0.7871491799831956,0.05881195928388461,232.5901687630222,1.117381223236001,0.03223661956246962,2.4749047610255714,2381.5488995778123,1.0,2381.5488995778123,1778.4800834400378,1.0,1778.4800834400378,0.31401478894152823,0.0001,0.08,0.31401478894152823,0.03330948229832606,0.05,0.25198601641132373,2.4147927228934414,0.38353402095514816,3.3768595031681157,2.083712482143255,2.1056908245936183,0.29249979210440286,-0.3291371332802368,0.0457406712856848,4.333428159316876,0.015250907145577346,0.9999999999999999,train
10000003,K00003.01,,FALSE POSITIVE,FALSE POSITIVE,0.06463556092944454,0,1,0,0,0.3,3e-05,-3e-05,0.4134421646093607,0.020672108230468035,-0.020672108230468035,183332.7536535638,14666.620292285104,-14666.620292285104,0.42472453242663727,69.78729167198246,3.2118514146706976,-3.2118514146706976,0.9668338944329884,1.4157903220408974,0.009917499385088048,0.19577440282339004,2863.7867729619174,16011.285238460498,8000.0,4666,8412.500456872385,1,5268.230920981187,80.0,-80.0,4.242446881782521,1.5063931017971715,0.06932939650099453,-0.06932939650099453,1.4459207374287222,12.631583949227144,ASTERO,LS+MCMC,0.024050092203640187,True,True,False,False,False,False,False,0,FALSE POSITIVE,False,0.5964749744062149,0.32821897183244203,-0.48383631930971027,0.48383631930971027,2.3467263919294687,0.17617825666904025,False,0.9843582792241135,0.01752438479112506,180390.92844502567,1.0163080551438852,0.009917499385088048,1.5748186847266497,16011.285238460498,1.0,16011.285238460498,2863.7867729619174,1.0,2863.7867729619174,0.04602344263146353,0.0001,0.08,0.04602344263146353,0.015185363208243785,0.05,-0.5228787452803376,5.2632400615811825,1.8437763444107913,4.204426194478217,3.9030899869919438,3.9249251008180246,-0.38358523423174884,-0.7082440921001341,0.05742252286241121,117.11637450793359,0.4247245324266373,1.0000000000000002,train
10000004,K00004.01,,FALSE POSITIVE,FALSE POSITIVE,0.07509043280692727,0,0,1,0,29.876800757194243,0.0029876800757194246,-0.0029876800757194246,5.922594209270534,0.2961297104635267,-0.2961297104635267,1018.9523054554035,81.51618443643228,-81.51618443643228,0.028559398584577084,3.3539147341105435,0.8828790652090323,-0.8828790652090323,0.05409767293730283,38.48106264416607,0.19265676416756955,4.52264288335247,627.2801401580549,36.85612146642289,116.25177114980771,46,138.96194705543155,1,6016.026223155651,200.0,-200.0,4.402899523275984,1.0766443868836049,0.2834141190850617,-0.2834141190850617,1.0687227453853543,14.793732303775677,KIC,MCMC,0.8814316705064719,False,False,False,False,False,False,False,0,FALSE POSITIVE,False,1.2075660828999093,3.7452549780891244,0.5734813899413789,0.5734813899413789,3.8193366481401805,1.5506866125965961,True,0.0,0.05409767293730283,815.6392475127435,1.2492683604456924,0.19265676416756955,1.3679749787220619,36.85612146642289,1.0,36.85612146642289,627.2801401580549,1.0,627.2801401580549,0.2632383752126517,0.0001,0.08,0.2632383752126517,0.033244535941382894,0.049999999999999996,1.475334090871468,3.0081538562710977,0.5255520174304751,1.5665096305478106,2.065399578290839,2.1428958905678983,0.7725119776668038,0.6553922963657484,0.008259745102064953,17.140388544799084,0.028559398584577084,1.0,train
10000005,K00005.01,,FALSE POSITIVE,FALSE POSITIVE,0.03312074042041093,1,0,0,0,3.028691074663073,0.00030286910746630733,-0.00030286910746630733,5.840698259088868,0.29203491295444345,-0.29203491295444345,49028.77310138391,3922.301848110713,-3922.301848110713,0.2042020387445332,27.163254021783597,5.163101163131579,-5.163101163131579,0.5448191590141014,7.667336338974373,0.04348109588170813,8.424104984658626,1149.4454349355494,415.54390646687443,11.052656335406581,462,10.829389363917853,3,4920.7949875444165,200.0,-200.0,4.343368885627474,1.2195259388696733,0.23180344256242746,-0.23180344256242746,1.1955615456418787,13.099460221339795,KIC,LS,0.16390765631178814,True,False,False,False,False,False,False,0,FALSE POSITIVE,False,0.9295259256065883,9.062797230923106,0.9572622632902702,0.9572622632902702,1.4473861448130183,4.035342109650637,True,0.0,0.5448191590141014,41698.472627423835,1.1757930209927918,0.04348109588170813,0.7856296777818688,415.54390646687443,1.0,415.54390646687443,1149.4454349355494,1.0,1149.4454349355494,0.19007668076111298,0.00010000000000000002,0.08,0.19007668076111298,0.04064383915733997,0.05,0.481254977720019,4.690451025574026,1.4339817950287095,2.618616918201635,1.043466666543234,1.0346039687806685,0.7664647703900784,0.9255237705674845,0.08035234411918656,0.5142161101528224,0.20420203874453322,1.0000000000000002,train
10000005,K00005.02,Kepler-8 b,CONFIRMED,CANDIDATE,0.7677800784152675,0,0,0,0,31.45597240271219,0.003145597240271219,-0.003145597240271219,5.273262925998037,0.2636631462999019,-0.2636631462999019,315.3245177216982,25.225961417735856,-25.225961417735856,0.016484683973222506,2.1928167857014382,0.36953983125997014,-0.36953983125997014,0.5987654267602055,36.498633614908066,0.2069819970847189,1.296501988411929,526.8322033996122,18.338032369210293,35.06056819667943,44,34.81504872144009,3,4920.7949875444165,200.0,-200.0,4.343368885627474,1.2195259388696733,0.20551804081657352,-0.20551804081657352,,14.689700521537679,KIC,LS,0.3416392279510731,False,False,False,False,False,False,False,1,CONFIRMED,True,0.9295259256065882,1.394799168797643,0.14451167989500252,0.14451167989500252,5.892740521017436,0.8948744488561936,False,0.4463179592894775,0.15244746747072802,271.74480569701893,1.1603699909291674,0.2069819970847189,0.7856296777818688,18.338032369210293,1.0,18.338032369210293,526.8322033996122,1.0,526.8322033996122,0.16852289423795236,0.0001,0.08,0.16852289423795236,0.04064383915733997,0.05000000000000001,1.4977031151323612,2.4987577401651997,0.3410023470068194,1.263352734985179,1.5448189500544944,1.5417670072794512,0.7220794258854841,0.11277318717221668,0.006984978425410461,5.285579529320596,0.016484683973222506,1.0,train
10000005,K00005.03,,FALSE POSITIVE,FALSE POSITIVE,0.2569542530189452,1,0,0,0,13.770634443058546,0.0013770634443058547,-0.0013770634443058547,7.81033594355307,0.39051679717765353,-0.39051679717765353,46450.42670708696,3716.034136566957,-3716.034136566957,0.20286223687959037,26.985031617051238,11.825844063843316,-11.825844063843316,0.6964975966981825,21.04313764237249,0.1193346222245381,0.23080315060743442,693.8336667016026,55.16770985061266,6.248614802474559,101,6.741776504612405,3,4920.7949875444165,80.0,-80.0,4.343368885627474,1.2195259388696733,0.5344416041288602,-0.5344416041288602,1.1955615456418787,14.943214584538115,SOLAR,LS+MCMC,0.7872880703612705,True,False,True,False,False,True,False,0,FALSE POSITIVE,False,0.9295259256065883,0.24830200454798215,-0.6050197743616125,0.6050197743616125,7.953862534210351,0.9819551079692466,False,0.18911416111202586,0.5073834355861566,41153.087151791035,1.128722774448414,0.1193346222245381,0.7856296777818688,55.16770985061266,1.0,55.16770985061266,693.8336667016026,1.0,693.8336667016026,0.4382371765082843,0.0001,0.08,0.43823717650828437,0.016257535662935987,0.05,1.138953949608562,4.66698970790301,1.4311229312432872,1.7416849556835778,0.7957837532934399,0.8287743512074388,0.8926697144526579,-0.6367582670843982,0.02363222011740739,0.6217604115758831,0.2028622368795904,1.0000000000000002,train
